Latitude,Longitude,Year-Month,Temperature
54.75,8.5,2004-07,290.174
54.75,8.5,2004-08,293.323
54.75,8.5,2004-09,289.358
54.75,8.5,2004-10,285.138
54.75,8.5,2004-11,281.825
54.75,8.5,2004-12,278.898
54.75,8.5,2005-01,277.847
54.75,8.5,2005-02,275.418
54.75,8.5,2005-03,275.530
54.75,8.5,2005-04,280.617
54.75,8.5,2005-05,284.402
54.75,8.5,2005-06,288.060
54.75,8.5,2005-07,291.963
54.75,8.5,2005-08,290.271
54.75,8.5,2005-09,290.166
54.75,8.5,2005-10,286.684
54.75,8.5,2005-11,283.547
54.75,8.5,2005-12,278.646
54.75,8.5,2006-01,274.728
54.75,8.5,2006-02,275.039
54.75,8.5,2006-03,274.785
54.75,8.5,2006-04,279.621
54.75,8.5,2006-05,284.757
54.75,8.5,2006-06,288.560
54.75,8.5,2006-07,293.928
54.75,8.5,2006-08,293.359
54.75,8.5,2006-09,290.778
54.75,8.5,2006-10,288.249
54.75,8.5,2006-11,283.215
54.75,8.5,2006-12,280.921
54.75,8.5,2007-01,279.518
54.75,8.5,2007-02,277.404
54.75,8.5,2007-03,279.348
54.75,8.5,2007-04,283.023
54.75,8.5,2007-05,286.575
54.75,8.5,2007-06,290.676
54.75,8.5,2007-07,291.119
54.75,8.5,2007-08,291.696
54.75,8.5,2007-09,288.295
54.75,8.5,2007-10,285.596
54.75,8.5,2007-11,280.877
54.75,8.5,2007-12,278.318
54.75,8.5,2008-01,277.245
54.75,8.5,2008-02,277.460
54.75,8.5,2008-03,278.453
54.75,8.5,2008-04,280.938
54.75,8.5,2008-05,286.400
54.75,8.5,2008-06,289.413
54.75,8.5,2008-07,291.431
54.75,8.5,2008-08,291.657
54.75,8.5,2008-09,289.328
54.75,8.5,2008-10,285.398
54.75,8.5,2008-11,281.696
54.75,8.5,2008-12,277.949
54.75,8.5,2009-01,275.656
54.75,8.5,2009-02,274.859
54.75,8.5,2009-03,277.375
54.75,8.5,2009-04,282.262
54.75,8.5,2009-05,285.955
54.75,8.5,2009-06,288.244
54.75,8.5,2009-07,292.033
54.75,8.5,2009-08,292.315
54.75,8.5,2009-09,289.627
54.75,8.5,2009-10,284.278
54.75,8.5,2009-11,281.983
54.75,8.5,2009-12,279.148
54.75,8.5,2010-01,274.571
54.75,8.5,2010-02,272.775
54.75,8.5,2010-03,275.012
54.75,8.5,2010-04,280.454
54.75,8.5,2010-05,283.475
54.75,8.5,2010-06,288.239
54.75,8.5,2010-07,293.393
54.75,8.5,2010-08,292.273
54.75,8.5,2010-09,288.618
54.75,8.5,2010-10,284.856
54.75,8.5,2010-11,281.039
54.0,8.5,1993-01,276.960
54.0,8.5,1993-02,276.478
54.0,8.5,1993-03,277.296
54.0,8.5,1993-04,280.434
54.0,8.5,1993-05,285.840
54.0,8.5,1993-06,288.524
54.0,8.5,1993-07,289.602
54.0,8.5,1993-08,289.597
54.0,8.5,1993-09,287.569
54.0,8.5,1993-10,284.683
54.0,8.5,1993-11,281.016
54.0,8.5,1993-12,277.222
54.0,8.5,1994-01,276.987
54.0,8.5,1994-02,275.937
54.0,8.5,1994-03,277.370
54.0,8.5,1994-04,280.812
54.0,8.5,1994-05,284.946
54.0,8.5,1994-06,287.878
54.0,8.5,1994-07,293.202
54.0,8.5,1994-08,292.649
54.0,8.5,1994-09,288.514
54.0,8.5,1994-10,284.828
54.0,8.5,1994-11,282.191
54.0,8.5,1994-12,280.326
54.0,8.5,1995-01,277.897
54.0,8.5,1995-02,278.066
54.0,8.5,1995-03,278.104
54.0,8.5,1995-04,280.625
54.0,8.5,1995-05,284.388
54.0,8.5,1995-06,287.896
54.0,8.5,1995-07,292.171
54.0,8.5,1995-08,293.728
54.0,8.5,1995-09,289.567
54.0,8.5,1995-10,286.310
54.0,8.5,1995-11,281.666
54.0,8.5,1995-12,278.029
54.0,8.5,1996-01,275.730
54.0,8.5,1996-02,272.964
54.0,8.5,1996-03,274.015
54.0,8.5,1996-04,278.542
54.0,8.5,1996-05,282.923
54.0,8.5,1996-06,287.206
54.0,8.5,1996-07,289.218
54.0,8.5,1996-08,291.703
54.0,8.5,1996-09,288.485
54.0,8.5,1996-10,285.652
54.0,8.5,1996-11,281.884
54.0,8.5,1996-12,277.618
54.0,8.5,1997-01,274.402
54.0,8.5,1997-02,276.008
54.0,8.5,1997-03,278.642
54.0,8.5,1997-04,280.579
54.0,8.5,1997-05,284.100
54.0,8.5,1997-06,288.716
54.0,8.5,1997-07,291.830
54.0,8.5,1997-08,294.171
54.0,8.5,1997-09,290.268
54.0,8.5,1997-10,285.553
54.0,8.5,1997-11,280.840
54.0,8.5,1997-12,278.464
54.0,8.5,1998-01,277.622
54.0,8.5,1998-02,277.085
54.0,8.5,1998-03,278.800
54.0,8.5,1998-04,281.547
54.0,8.5,1998-05,286.178
54.0,8.5,1998-06,289.240
54.0,8.5,1998-07,290.223
54.0,8.5,1998-08,290.968
54.0,8.5,1998-09,288.470
54.0,8.5,1998-10,284.631
54.0,8.5,1998-11,280.623
54.0,8.5,1998-12,277.441
54.0,8.5,1999-01,277.126
54.0,8.5,1999-02,276.424
54.0,8.5,1999-03,278.199
54.0,8.5,1999-04,282.082
54.0,8.5,1999-05,285.371
54.0,8.5,1999-06,289.426
54.0,8.5,1999-07,292.009
54.0,8.5,1999-08,292.152
54.0,8.5,1999-09,291.665
54.0,8.5,1999-10,286.156
54.0,8.5,1999-11,282.160
54.0,8.5,1999-12,278.460
54.0,8.5,2000-01,277.351
54.0,8.5,2000-02,277.886
54.0,8.5,2000-03,279.165
54.0,8.5,2000-04,281.337
54.0,8.5,2000-05,286.861
54.0,8.5,2000-06,289.208
54.0,8.5,2000-07,289.381
54.0,8.5,2000-08,291.350
54.0,8.5,2000-09,289.356
54.0,8.5,2000-10,286.351
54.0,8.5,2000-11,282.739
54.0,8.5,2000-12,280.284
54.0,8.5,2001-01,277.108
54.0,8.5,2001-02,276.742
54.0,8.5,2001-03,276.944
54.0,8.5,2001-04,279.637
54.0,8.5,2001-05,284.825
54.0,8.5,2001-06,288.247
54.0,8.5,2001-07,291.977
54.0,8.5,2001-08,292.742
54.0,8.5,2001-09,288.970
54.0,8.5,2001-10,287.266
54.0,8.5,2001-11,282.775
54.0,8.5,2001-12,279.250
54.0,8.5,2002-01,276.560
54.0,8.5,2002-02,278.989
54.0,8.5,2002-03,278.949
54.0,8.5,2002-04,281.579
54.0,8.5,2002-05,285.637
54.0,8.5,2002-06,289.869
54.0,8.5,2002-07,290.897
54.0,8.5,2002-08,293.759
54.0,8.5,2002-09,291.363
54.0,8.5,2002-10,285.691
54.0,8.5,2002-11,280.988
54.0,8.5,2002-12,278.316
54.0,8.5,2003-01,275.132
54.0,8.5,2003-02,274.855
54.0,8.5,2003-03,277.734
54.0,8.5,2003-04,280.837
54.0,8.5,2003-05,285.646
54.0,8.5,2003-06,290.792
54.0,8.5,2003-07,292.874
54.0,8.5,2003-08,293.946
54.0,8.5,2003-09,290.166
54.0,8.5,2003-10,284.875
54.0,8.5,2003-11,281.467
54.0,8.5,2003-12,278.807
54.0,8.5,2004-01,276.851
54.0,8.5,2004-02,277.205
54.0,8.5,2004-03,277.924
54.0,8.5,2004-04,281.891
54.0,8.5,2004-05,285.350
54.0,8.5,2004-06,288.981
54.0,8.5,2004-07,290.479
54.0,8.5,2004-08,293.218
54.0,8.5,2004-09,289.542
54.0,8.5,2004-10,285.439
54.0,8.5,2004-11,281.997
54.0,8.5,2004-12,279.038
54.0,8.5,2005-01,278.084
54.0,8.5,2005-02,275.825
54.0,8.5,2005-03,276.499
54.0,8.5,2005-04,281.188
54.0,8.5,2005-05,284.960
54.0,8.5,2005-06,288.618
54.0,8.5,2005-07,292.123
54.0,8.5,2005-08,290.659
54.0,8.5,2005-09,290.457
54.0,8.5,2005-10,287.055
54.0,8.5,2005-11,284.046
54.0,8.5,2005-12,279.415
54.0,8.5,2006-01,276.378
54.0,8.5,2006-02,275.283
54.0,8.5,2006-03,275.444
54.0,8.5,2006-04,280.371
54.0,8.5,2006-05,285.059
54.0,8.5,2006-06,289.007
54.0,8.5,2006-07,293.982
54.0,8.5,2006-08,292.751
54.0,8.5,2006-09,290.890
54.0,8.5,2006-10,288.205
54.0,8.5,2006-11,283.254
54.0,8.5,2006-12,281.371
54.0,8.5,2007-01,279.802
54.0,8.5,2007-02,278.124
54.0,8.5,2007-03,280.063
54.0,8.5,2007-04,283.652
54.0,8.5,2007-05,287.151
54.0,8.5,2007-06,290.767
54.0,8.5,2007-07,291.375
54.0,8.5,2007-08,291.816
54.0,8.5,2007-09,288.569
54.0,8.5,2007-10,285.939
54.0,8.5,2007-11,281.387
54.0,8.5,2007-12,278.888
54.0,8.5,2008-01,277.704
54.0,8.5,2008-02,277.784
54.0,8.5,2008-03,278.877
54.0,8.5,2008-04,281.347
54.0,8.5,2008-05,286.704
54.0,8.5,2008-06,289.905
54.0,8.5,2008-07,291.408
54.0,8.5,2008-08,291.734
54.0,8.5,2008-09,289.440
54.0,8.5,2008-10,285.682
54.0,8.5,2008-11,281.995
54.0,8.5,2008-12,278.463
54.0,8.5,2009-01,275.877
54.0,8.5,2009-02,275.320
54.0,8.5,2009-03,277.965
54.0,8.5,2009-04,282.607
54.0,8.5,2009-05,286.072
54.0,8.5,2009-06,288.611
54.0,8.5,2009-07,291.896
54.0,8.5,2009-08,292.560
54.0,8.5,2009-09,289.674
54.0,8.5,2009-10,284.463
54.0,8.5,2009-11,282.685
54.0,8.5,2009-12,279.291
54.0,8.5,2010-01,275.557
54.0,8.5,2010-02,273.751
54.0,8.5,2010-03,276.089
54.0,8.5,2010-04,281.229
54.0,8.5,2010-05,283.986
54.0,8.5,2010-06,288.517
54.0,8.5,2010-07,293.200
54.0,8.5,2010-08,292.307
54.0,8.5,2010-09,288.744
54.0,8.5,2010-10,285.090
54.0,8.5,2010-11,281.589
54.25,8.5,1993-01,276.997
54.25,8.5,1993-02,276.566
54.25,8.5,1993-03,276.944
54.25,8.5,1993-04,280.159
54.25,8.5,1993-05,285.775
54.25,8.5,1993-06,288.493
54.25,8.5,1993-07,289.343
54.25,8.5,1993-08,289.657
54.25,8.5,1993-09,287.601
54.25,8.5,1993-10,284.659
54.25,8.5,1993-11,280.790
54.25,8.5,1993-12,277.338
54.25,8.5,1994-01,276.774
54.25,8.5,1994-02,275.661
54.25,8.5,1994-03,276.898
54.25,8.5,1994-04,280.393
54.25,8.5,1994-05,284.847
54.25,8.5,1994-06,287.715
54.25,8.5,1994-07,293.098
54.25,8.5,1994-08,292.665
54.25,8.5,1994-09,288.458
54.25,8.5,1994-10,284.711
54.25,8.5,1994-11,282.147
54.25,8.5,1994-12,280.058
54.25,8.5,1995-01,277.651
54.25,8.5,1995-02,277.802
54.25,8.5,1995-03,278.048
54.25,8.5,1995-04,280.314
54.25,8.5,1995-05,284.237
54.25,8.5,1995-06,287.591
54.25,8.5,1995-07,291.855
54.25,8.5,1995-08,293.565
54.25,8.5,1995-09,289.707
54.25,8.5,1995-10,286.361
54.25,8.5,1995-11,281.665
54.25,8.5,1995-12,277.558
54.25,8.5,1996-01,275.633
54.25,8.5,1996-02,272.717
54.25,8.5,1996-03,273.463
54.25,8.5,1996-04,278.258
54.25,8.5,1996-05,282.760
54.25,8.5,1996-06,287.203
54.25,8.5,1996-07,289.005
54.25,8.5,1996-08,291.786
54.25,8.5,1996-09,288.655
54.25,8.5,1996-10,285.789
54.25,8.5,1996-11,281.865
54.25,8.5,1996-12,277.488
54.25,8.5,1997-01,273.767
54.25,8.5,1997-02,275.629
54.25,8.5,1997-03,278.157
54.25,8.5,1997-04,280.047
54.25,8.5,1997-05,283.894
54.25,8.5,1997-06,288.487
54.25,8.5,1997-07,291.807
54.25,8.5,1997-08,294.247
54.25,8.5,1997-09,290.318
54.25,8.5,1997-10,285.456
54.25,8.5,1997-11,280.922
54.25,8.5,1997-12,278.438
54.25,8.5,1998-01,277.594
54.25,8.5,1998-02,276.986
54.25,8.5,1998-03,278.439
54.25,8.5,1998-04,281.197
54.25,8.5,1998-05,285.778
54.25,8.5,1998-06,289.066
54.25,8.5,1998-07,289.984
54.25,8.5,1998-08,290.786
54.25,8.5,1998-09,288.403
54.25,8.5,1998-10,284.607
54.25,8.5,1998-11,280.542
54.25,8.5,1998-12,277.394
54.25,8.5,1999-01,277.150
54.25,8.5,1999-02,276.309
54.25,8.5,1999-03,277.926
54.25,8.5,1999-04,281.636
54.25,8.5,1999-05,285.106
54.25,8.5,1999-06,289.082
54.25,8.5,1999-07,291.812
54.25,8.5,1999-08,292.019
54.25,8.5,1999-09,291.602
54.25,8.5,1999-10,286.299
54.25,8.5,1999-11,282.548
54.25,8.5,1999-12,278.643
54.25,8.5,2000-01,277.257
54.25,8.5,2000-02,277.740
54.25,8.5,2000-03,278.710
54.25,8.5,2000-04,281.026
54.25,8.5,2000-05,286.569
54.25,8.5,2000-06,288.676
54.25,8.5,2000-07,289.120
54.25,8.5,2000-08,291.221
54.25,8.5,2000-09,289.315
54.25,8.5,2000-10,286.644
54.25,8.5,2000-11,283.214
54.25,8.5,2000-12,280.421
54.25,8.5,2001-01,277.264
54.25,8.5,2001-02,276.540
54.25,8.5,2001-03,276.550
54.25,8.5,2001-04,279.362
54.25,8.5,2001-05,284.690
54.25,8.5,2001-06,287.881
54.25,8.5,2001-07,291.849
54.25,8.5,2001-08,292.529
54.25,8.5,2001-09,288.987
54.25,8.5,2001-10,287.384
54.25,8.5,2001-11,282.599
54.25,8.5,2001-12,279.000
54.25,8.5,2002-01,276.314
54.25,8.5,2002-02,278.745
54.25,8.5,2002-03,278.638
54.25,8.5,2002-04,281.299
54.25,8.5,2002-05,285.243
54.25,8.5,2002-06,289.628
54.25,8.5,2002-07,290.713
54.25,8.5,2002-08,293.712
54.25,8.5,2002-09,291.553
54.25,8.5,2002-10,285.721
54.25,8.5,2002-11,281.316
54.25,8.5,2002-12,278.061
54.25,8.5,2003-01,275.501
54.25,8.5,2003-02,274.954
54.25,8.5,2003-03,277.370
54.25,8.5,2003-04,280.402
54.25,8.5,2003-05,285.415
54.25,8.5,2003-06,290.400
54.25,8.5,2003-07,292.581
54.25,8.5,2003-08,293.951
54.25,8.5,2003-09,290.262
54.25,8.5,2003-10,284.943
54.25,8.5,2003-11,281.567
54.25,8.5,2003-12,279.081
54.25,8.5,2004-01,277.062
54.25,8.5,2004-02,276.823
54.25,8.5,2004-03,277.529
54.25,8.5,2004-04,281.621
54.25,8.5,2004-05,285.089
54.25,8.5,2004-06,288.740
54.25,8.5,2004-07,290.370
54.25,8.5,2004-08,292.945
54.25,8.5,2004-09,289.460
54.25,8.5,2004-10,285.681
54.25,8.5,2004-11,282.129
54.25,8.5,2004-12,279.192
54.25,8.5,2005-01,277.931
54.25,8.5,2005-02,275.825
54.25,8.5,2005-03,276.163
54.25,8.5,2005-04,280.574
54.25,8.5,2005-05,284.583
54.25,8.5,2005-06,288.445
54.25,8.5,2005-07,292.114
54.25,8.5,2005-08,290.508
54.25,8.5,2005-09,290.381
54.25,8.5,2005-10,287.378
54.25,8.5,2005-11,284.305
54.25,8.5,2005-12,279.418
54.25,8.5,2006-01,276.071
54.25,8.5,2006-02,275.278
54.25,8.5,2006-03,275.206
54.25,8.5,2006-04,280.006
54.25,8.5,2006-05,284.602
54.25,8.5,2006-06,288.716
54.25,8.5,2006-07,293.915
54.25,8.5,2006-08,292.848
54.25,8.5,2006-09,290.889
54.25,8.5,2006-10,288.402
54.25,8.5,2006-11,283.323
54.25,8.5,2006-12,281.487
54.25,8.5,2007-01,279.780
54.25,8.5,2007-02,277.828
54.25,8.5,2007-03,279.796
54.25,8.5,2007-04,283.318
54.25,8.5,2007-05,286.941
54.25,8.5,2007-06,290.670
54.25,8.5,2007-07,291.189
54.25,8.5,2007-08,291.711
54.25,8.5,2007-09,288.465
54.25,8.5,2007-10,285.904
54.25,8.5,2007-11,281.441
54.25,8.5,2007-12,278.900
54.25,8.5,2008-01,277.858
54.25,8.5,2008-02,277.750
54.25,8.5,2008-03,278.557
54.25,8.5,2008-04,281.057
54.25,8.5,2008-05,286.365
54.25,8.5,2008-06,289.805
54.25,8.5,2008-07,291.317
54.25,8.5,2008-08,291.636
54.25,8.5,2008-09,289.501
54.25,8.5,2008-10,285.739
54.25,8.5,2008-11,282.251
54.25,8.5,2008-12,278.530
54.25,8.5,2009-01,276.138
54.25,8.5,2009-02,275.323
54.25,8.5,2009-03,277.648
54.25,8.5,2009-04,282.208
54.25,8.5,2009-05,285.910
54.25,8.5,2009-06,288.263
54.25,8.5,2009-07,291.699
54.25,8.5,2009-08,292.493
54.25,8.5,2009-09,289.692
54.25,8.5,2009-10,284.685
54.25,8.5,2009-11,282.876
54.25,8.5,2009-12,279.413
54.25,8.5,2010-01,275.347
54.25,8.5,2010-02,273.373
54.25,8.5,2010-03,275.619
54.25,8.5,2010-04,280.647
54.25,8.5,2010-05,283.656
54.25,8.5,2010-06,288.552
54.25,8.5,2010-07,293.108
54.25,8.5,2010-08,292.298
54.25,8.5,2010-09,288.687
54.25,8.5,2010-10,285.237
54.25,8.5,2010-11,281.625
53.75,8.0,1993-01,277.541
53.75,8.0,1993-02,277.005
53.75,8.0,1993-03,277.368
53.75,8.0,1993-04,279.946
53.75,8.0,1993-05,284.198
53.75,8.0,1993-06,287.667
53.75,8.0,1993-07,289.311
53.75,8.0,1993-08,289.677
53.75,8.0,1993-09,288.121
53.75,8.0,1993-10,285.402
53.75,8.0,1993-11,281.608
53.75,8.0,1993-12,277.642
53.75,8.0,1994-01,277.399
53.75,8.0,1994-02,276.398
53.75,8.0,1994-03,277.387
53.75,8.0,1994-04,280.536
53.75,8.0,1994-05,283.957
53.75,8.0,1994-06,287.189
53.75,8.0,1994-07,292.105
53.75,8.0,1994-08,292.209
53.75,8.0,1994-09,289.099
53.75,8.0,1994-10,285.687
53.75,8.0,1994-11,282.617
53.75,8.0,1994-12,280.832
53.75,8.0,1995-01,278.098
53.75,8.0,1995-02,278.238
53.75,8.0,1995-03,278.501
53.75,8.0,1995-04,280.435
53.75,8.0,1995-05,283.728
53.75,8.0,1995-06,287.254
53.75,8.0,1995-07,291.154
53.75,8.0,1995-08,292.654
53.75,8.0,1995-09,289.907
53.75,8.0,1995-10,286.969
53.75,8.0,1995-11,283.065
53.75,8.0,1995-12,279.330
53.75,8.0,1996-01,276.203
53.75,8.0,1996-02,273.501
53.75,8.0,1996-03,273.889
53.75,8.0,1996-04,277.399
53.75,8.0,1996-05,281.507
53.75,8.0,1996-06,286.045
53.75,8.0,1996-07,288.584
53.75,8.0,1996-08,290.615
53.75,8.0,1996-09,288.813
53.75,8.0,1996-10,286.310
53.75,8.0,1996-11,282.674
53.75,8.0,1996-12,278.559
53.75,8.0,1997-01,275.624
53.75,8.0,1997-02,275.907
53.75,8.0,1997-03,278.198
53.75,8.0,1997-04,280.314
53.75,8.0,1997-05,283.148
53.75,8.0,1997-06,287.437
53.75,8.0,1997-07,290.785
53.75,8.0,1997-08,293.494
53.75,8.0,1997-09,290.736
53.75,8.0,1997-10,286.452
53.75,8.0,1997-11,281.948
53.75,8.0,1997-12,279.014
53.75,8.0,1998-01,277.881
53.75,8.0,1998-02,277.351
53.75,8.0,1998-03,278.935
53.75,8.0,1998-04,281.188
53.75,8.0,1998-05,285.148
53.75,8.0,1998-06,288.316
53.75,8.0,1998-07,289.917
53.75,8.0,1998-08,290.713
53.75,8.0,1998-09,288.883
53.75,8.0,1998-10,285.327
53.75,8.0,1998-11,281.476
53.75,8.0,1998-12,278.018
53.75,8.0,1999-01,277.525
53.75,8.0,1999-02,276.956
53.75,8.0,1999-03,278.158
53.75,8.0,1999-04,281.437
53.75,8.0,1999-05,284.364
53.75,8.0,1999-06,288.674
53.75,8.0,1999-07,291.284
53.75,8.0,1999-08,291.869
53.75,8.0,1999-09,291.622
53.75,8.0,1999-10,287.067
53.75,8.0,1999-11,283.120
53.75,8.0,1999-12,279.379
53.75,8.0,2000-01,277.766
53.75,8.0,2000-02,278.100
53.75,8.0,2000-03,279.034
53.75,8.0,2000-04,280.888
53.75,8.0,2000-05,285.465
53.75,8.0,2000-06,288.228
53.75,8.0,2000-07,289.211
53.75,8.0,2000-08,290.779
53.75,8.0,2000-09,289.731
53.75,8.0,2000-10,286.916
53.75,8.0,2000-11,283.189
53.75,8.0,2000-12,280.611
53.75,8.0,2001-01,277.776
53.75,8.0,2001-02,277.043
53.75,8.0,2001-03,277.103
53.75,8.0,2001-04,279.203
53.75,8.0,2001-05,283.572
53.75,8.0,2001-06,287.503
53.75,8.0,2001-07,291.104
53.75,8.0,2001-08,292.297
53.75,8.0,2001-09,289.510
53.75,8.0,2001-10,287.519
53.75,8.0,2001-11,283.767
53.75,8.0,2001-12,280.479
53.75,8.0,2002-01,277.324
53.75,8.0,2002-02,279.088
53.75,8.0,2002-03,279.122
53.75,8.0,2002-04,281.196
53.75,8.0,2002-05,284.680
53.75,8.0,2002-06,288.944
53.75,8.0,2002-07,290.386
53.75,8.0,2002-08,292.845
53.75,8.0,2002-09,291.556
53.75,8.0,2002-10,286.514
53.75,8.0,2002-11,281.801
53.75,8.0,2002-12,279.164
53.75,8.0,2003-01,275.726
53.75,8.0,2003-02,275.527
53.75,8.0,2003-03,277.437
53.75,8.0,2003-04,280.204
53.75,8.0,2003-05,284.839
53.75,8.0,2003-06,289.899
53.75,8.0,2003-07,292.001
53.75,8.0,2003-08,293.459
53.75,8.0,2003-09,290.710
53.75,8.0,2003-10,286.099
53.75,8.0,2003-11,282.479
53.75,8.0,2003-12,279.877
53.75,8.0,2004-01,277.382
53.75,8.0,2004-02,277.769
53.75,8.0,2004-03,277.965
53.75,8.0,2004-04,281.195
53.75,8.0,2004-05,284.537
53.75,8.0,2004-06,288.322
53.75,8.0,2004-07,290.230
53.75,8.0,2004-08,292.708
53.75,8.0,2004-09,290.043
53.75,8.0,2004-10,286.140
53.75,8.0,2004-11,282.939
53.75,8.0,2004-12,279.879
53.75,8.0,2005-01,278.435
53.75,8.0,2005-02,276.575
53.75,8.0,2005-03,276.683
53.75,8.0,2005-04,280.425
53.75,8.0,2005-05,284.030
53.75,8.0,2005-06,287.755
53.75,8.0,2005-07,291.159
53.75,8.0,2005-08,290.477
53.75,8.0,2005-09,290.369
53.75,8.0,2005-10,287.588
53.75,8.0,2005-11,284.683
53.75,8.0,2005-12,280.317
53.75,8.0,2006-01,277.471
53.75,8.0,2006-02,275.913
53.75,8.0,2006-03,275.825
53.75,8.0,2006-04,279.697
53.75,8.0,2006-05,283.941
53.75,8.0,2006-06,287.821
53.75,8.0,2006-07,292.549
53.75,8.0,2006-08,292.511
53.75,8.0,2006-09,291.038
53.75,8.0,2006-10,288.872
53.75,8.0,2006-11,284.462
53.75,8.0,2006-12,281.912
53.75,8.0,2007-01,280.237
53.75,8.0,2007-02,278.595
53.75,8.0,2007-03,279.905
53.75,8.0,2007-04,282.874
53.75,8.0,2007-05,286.033
53.75,8.0,2007-06,289.716
53.75,8.0,2007-07,290.996
53.75,8.0,2007-08,291.622
53.75,8.0,2007-09,289.075
53.75,8.0,2007-10,286.674
53.75,8.0,2007-11,282.523
53.75,8.0,2007-12,279.891
53.75,8.0,2008-01,278.227
53.75,8.0,2008-02,278.172
53.75,8.0,2008-03,278.944
53.75,8.0,2008-04,280.831
53.75,8.0,2008-05,285.529
53.75,8.0,2008-06,288.792
53.75,8.0,2008-07,291.092
53.75,8.0,2008-08,291.616
53.75,8.0,2008-09,289.904
53.75,8.0,2008-10,286.444
53.75,8.0,2008-11,282.803
53.75,8.0,2008-12,279.404
53.75,8.0,2009-01,276.980
53.75,8.0,2009-02,275.662
53.75,8.0,2009-03,277.422
53.75,8.0,2009-04,281.619
53.75,8.0,2009-05,284.959
53.75,8.0,2009-06,287.930
53.75,8.0,2009-07,291.152
53.75,8.0,2009-08,292.233
53.75,8.0,2009-09,290.155
53.75,8.0,2009-10,285.740
53.75,8.0,2009-11,283.289
53.75,8.0,2009-12,280.073
53.75,8.0,2010-01,276.424
53.75,8.0,2010-02,274.437
53.75,8.0,2010-03,275.648
53.75,8.0,2010-04,280.133
53.75,8.0,2010-05,283.165
53.75,8.0,2010-06,287.223
53.75,8.0,2010-07,291.699
53.75,8.0,2010-08,292.063
53.75,8.0,2010-09,289.269
53.75,8.0,2010-10,285.925
53.75,8.0,2010-11,282.321
55.25,8.5,1993-01,276.717
55.25,8.5,1993-02,276.760
55.25,8.5,1993-03,276.353
55.25,8.5,1993-04,279.326
55.25,8.5,1993-05,284.709
55.25,8.5,1993-06,287.751
55.25,8.5,1993-07,288.721
55.25,8.5,1993-08,289.359
55.25,8.5,1993-09,287.008
55.25,8.5,1993-10,283.883
55.25,8.5,1993-11,280.028
55.25,8.5,1993-12,277.054
55.25,8.5,1994-01,276.389
55.25,8.5,1994-02,275.236
55.25,8.5,1994-03,275.943
55.25,8.5,1994-04,279.832
55.25,8.5,1994-05,284.334
55.25,8.5,1994-06,286.909
55.25,8.5,1994-07,292.766
55.25,8.5,1994-08,292.232
55.25,8.5,1994-09,288.529
55.25,8.5,1994-10,284.253
55.25,8.5,1994-11,281.617
55.25,8.5,1994-12,279.815
55.25,8.5,1995-01,276.709
55.25,8.5,1995-02,276.996
55.25,8.5,1995-03,277.587
55.25,8.5,1995-04,279.746
55.25,8.5,1995-05,283.829
55.25,8.5,1995-06,287.491
55.25,8.5,1995-07,290.936
55.25,8.5,1995-08,293.012
55.25,8.5,1995-09,289.426
55.25,8.5,1995-10,286.019
55.25,8.5,1995-11,281.278
55.25,8.5,1995-12,276.897
55.25,8.5,1996-01,274.509
55.25,8.5,1996-02,271.863
55.25,8.5,1996-03,273.029
55.25,8.5,1996-04,277.300
55.25,8.5,1996-05,281.670
55.25,8.5,1996-06,286.061
55.25,8.5,1996-07,288.458
55.25,8.5,1996-08,291.610
55.25,8.5,1996-09,288.690
55.25,8.5,1996-10,285.450
55.25,8.5,1996-11,281.967
55.25,8.5,1996-12,277.014
55.25,8.5,1997-01,273.671
55.25,8.5,1997-02,275.215
55.25,8.5,1997-03,277.854
55.25,8.5,1997-04,279.585
55.25,8.5,1997-05,283.157
55.25,8.5,1997-06,288.233
55.25,8.5,1997-07,291.761
55.25,8.5,1997-08,294.658
55.25,8.5,1997-09,290.039
55.25,8.5,1997-10,285.050
55.25,8.5,1997-11,280.326
55.25,8.5,1997-12,277.850
55.25,8.5,1998-01,277.113
55.25,8.5,1998-02,276.376
55.25,8.5,1998-03,277.759
55.25,8.5,1998-04,280.380
55.25,8.5,1998-05,284.924
55.25,8.5,1998-06,288.450
55.25,8.5,1998-07,289.465
55.25,8.5,1998-08,290.267
55.25,8.5,1998-09,288.290
55.25,8.5,1998-10,284.521
55.25,8.5,1998-11,280.019
55.25,8.5,1998-12,276.646
55.25,8.5,1999-01,276.435
55.25,8.5,1999-02,276.020
55.25,8.5,1999-03,277.113
55.25,8.5,1999-04,280.973
55.25,8.5,1999-05,284.243
55.25,8.5,1999-06,288.694
55.25,8.5,1999-07,291.378
55.25,8.5,1999-08,291.885
55.25,8.5,1999-09,291.219
55.25,8.5,1999-10,286.085
55.25,8.5,1999-11,282.135
55.25,8.5,1999-12,278.685
55.25,8.5,2000-01,276.898
55.25,8.5,2000-02,277.336
55.25,8.5,2000-03,278.007
55.25,8.5,2000-04,280.684
55.25,8.5,2000-05,286.231
55.25,8.5,2000-06,287.856
55.25,8.5,2000-07,289.030
55.25,8.5,2000-08,290.610
55.25,8.5,2000-09,288.996
55.25,8.5,2000-10,286.061
55.25,8.5,2000-11,282.311
55.25,8.5,2000-12,279.970
55.25,8.5,2001-01,276.732
55.25,8.5,2001-02,275.619
55.25,8.5,2001-03,275.890
55.25,8.5,2001-04,278.500
